Id,SalePrice
1461,123133.00194338616
1462,163206.79781341017
1463,177303.5174370187
1464,187268.45053820685
1465,217462.4162696891
1466,180316.8882017166
1467,170375.73203593446
1468,167951.82627605507
1469,207211.92648354685
1470,99620.64784946782
1471,212342.98056813586
1472,106036.12579938304
1473,96032.2747845645
1474,159086.33200057247
1475,135948.0177293471
1476,327058.50874225213
1477,271339.210871425
1478,295109.2934002413
1479,286633.3724709877
1480,407328.85895543103
1481,313073.0313092121
1482,231430.6539428681
1483,195886.22256184695
1484,184996.36108224234
1485,172786.73949103896
1486,210597.2805090351
1487,336704.8059972571
1488,275461.6788707713
1489,216722.21424837015
1490,209912.85699625243
1491,207016.38066479634
1492,99950.34692157991
1493,191731.9370760608
1494,291100.782698283
1495,291468.6782769789
1496,224514.78058500565
1497,223288.86759797204
1498,174211.3072207116
1499,174008.04492741008
1500,158692.5067585616
1501,175317.08438035054
1502,163390.71864357754
1503,268443.83872289094
1504,245859.1718729597
1505,230327.4741540202
1506,221968.55806037807
1507,259878.59147299943
1508,224173.33078312431
1509,166996.96056660893
1510,144797.5387118014
1511,143309.31409480632
1512,175639.17264536372
1513,166106.56454695947
1514,188278.68091393332
1515,223422.4195622611
1516,163025.94574151258
1517,157676.85363132344
1518,176460.80367851676
1519,229500.20753686922
1520,121823.77584818052
1521,130501.7588631818
1522,181597.2931182671
1523,103679.03385810717
1524,111875.71906275745
1525,106947.54849935207
1526,110081.87846323266
1527,97542.41456232825
1528,143597.02400418534
1529,134048.20637476654
1530,178501.6819796036
1531,103821.83408879908
1532,90384.22234765766
1533,152382.98388569895
1534,136381.20959016192
1535,156414.71896571247
1536,114963.08854896878
1537,52490.20237911446
1538,189225.7860392495
1539,228343.07901253272
1540,152282.1830921492
1541,163298.96584071754
1542,152597.09940920328
1543,213982.6134831803
1544,52643.86691274005
1545,108755.32014287147
1546,126333.01499315514
1547,115984.48761182767
1548,136474.69583948073
1549,108275.65450666961
1550,133260.6481067005
1551,123429.8408207607
1552,137341.01137764216
1553,156629.21287651802
1554,122576.62108742283
1555,170309.61117854342
1556,92237.57693509827
1557,130269.29255186045
1558,94510.8482151872
1559,117757.80932873813
1560,133716.17930923984
1561,177376.4797820244
1562,118329.79472960532
1563,102092.93710081605
1564,170343.40427090856
1565,136511.20735241356
1566,240477.69127624691
1567,63631.1338453386
1568,217257.00713057676
1569,123321.37938425154
1570,134050.2781828253
1571,86795.27972907736
1572,141554.18375116307
1573,244631.62330366508
1574,153919.0118883194
1575,222119.7801238154
1576,223839.8424432408
1577,206853.3245150214
1578,149495.83920951048
1579,140975.8035091844
1580,207305.97052796348
1581,134775.15811127936
1582,112084.18850740883
1583,307348.06636461103
1584,241809.65249216952
1585,140896.10742780357
1586,22066.47591801593
1587,83640.72476414125
1588,134815.81125021982
1589,95955.6873320688
1590,144080.104019637
1591,88026.65174317476
1592,132027.045388398
1593,113099.64501413191
1594,153239.83239790634
1595,136129.54598291125
1596,233709.6296745655
1597,189821.0466568959
1598,202550.74710799824
1599,195358.37932332978
1600,207087.57875322178
1601,0.0
1602,132163.46820768435
1603,64440.44046529825
1604,260343.78883693228
1605,259236.2140348188
1606,171619.18156418367
1607,256771.53431560635
1608,223851.2608160316
1609,202839.26977772894
1610,140340.5576966633
1611,147103.85861742194
1612,189246.04366978048
1613,181730.3999400686
1614,104785.06207179744
1615,82884.62379048904
1616,83189.5124464659
1617,81305.31284139655
1618,113387.99253518041
1619,118297.57679583761
1620,224056.05029234663
1621,141192.0335429099
1622,131561.6755702393
1623,268189.36975210486
1624,215695.40178110194
1625,127200.17647703225
1626,187048.13456537318
1627,187906.19942391454
1628,275700.19089852925
1629,182406.03804605873
1630,337661.4649089561
1631,240283.58602081542
1632,261651.4332021454
1633,166886.93426054367
1634,187380.02145274635
1635,167270.06380017148
1636,167328.80978951254
1637,195876.2108847117
1638,223662.80300741782
1639,205995.35063630482
1640,269146.56289171893
1641,201866.68730193772
1642,229578.53109312826
1643,250994.8955888457
1644,243846.13475597533
1645,186097.27098349412
1646,157002.33653529035
1647,185490.75773235247
1648,139543.5683453509
1649,119829.89960903581
1650,95917.48380873073
1651,107757.76808203198
1652,107072.06902157818
1653,107736.93985572807
1654,160433.14529692172
1655,165316.8160913817
1656,160171.89153706562
1657,161509.35683216993
1658,160700.6493034456
1659,135066.823120686
1660,147033.10664884816
1661,362391.82283592457
1662,351992.72140654083
1663,338956.51715857885
1664,414137.2951843054
1665,305785.76910814433
1666,299542.6253875601
1667,318445.1597683984
1668,306993.5123714006
1669,278469.36620637844
1670,314292.61991330306
1671,255693.91595807392
1672,373652.33926213277
1673,289364.9280406025
1674,276609.4709095382
1675,193752.38198374584
1676,197054.6742713363
1677,215104.81509654294
1678,405468.91177449934
1679,326106.042256247
1680,312436.4045275743
1681,261355.8550915555
1682,276667.8567358444
1683,212724.24057561974
1684,185024.77168278
1685,172044.42799608712
1686,193673.6039109293
1687,173382.18355683354
1688,204794.694034721
1689,202764.58633998223
1690,187465.049763656
1691,176718.0447834914
1692,256254.56864157412
1693,170222.51084195124
1694,172547.24158189096
1695,170252.37993863807
1696,271897.74752465566
1697,170536.46211901284
1698,324303.8327654926
1699,312103.8259255397
1700,247230.13779996987
1701,276860.7783469253
1702,290273.9456310889
1703,271972.74013854796
1704,283306.8888956192
1705,236281.6879621027
1706,373453.4310536687
1707,224578.68543513794
1708,222861.0356586373
1709,292229.01055915584
1710,247733.75811501662
1711,251212.1599065871
1712,277388.6276186316
1713,251392.47663849243
1714,237608.7869826837
1715,215920.2779932497
1716,204566.6476202507
1717,189986.29757738207
1718,169390.3249921347
1719,215998.71285906085
1720,265130.3073883902
1721,194951.609119565
1722,147847.48550144327
1723,158239.0325449605
1724,238322.5209575086
1725,239613.7071740285
1726,192325.28792351647
1727,189705.4173377389
1728,195829.33361820527
1729,161174.70322086196
1730,167426.7473252199
1731,115204.32949308492
1732,117954.79377511283
1733,104161.91748491558
1734,115287.44386917679
1735,108207.29309075861
1736,95927.07985780132
1737,309865.8209924265
1738,222013.82694329368
1739,316874.285692564
1740,235193.83329091105
1741,189778.55886550457
1742,178426.18520089332
1743,187069.46831060317
1744,275110.04785349476
1745,244740.25051495782
1746,262646.61660302477
1747,235924.63821407058
1748,247797.45801492617
1749,156118.8228871778
1750,157634.57963333395
1751,246070.6669570799
1752,99559.77300051367
1753,174727.42623248277
1754,229644.21025765385
1755,179701.86297701555
1756,85301.07259234204
1757,95925.7075860349
1758,138109.80251235305
1759,171828.52082727174
1760,165867.05793982837
1761,152132.37651274982
1762,183215.97321406542
1763,175484.7277386547
1764,106120.26451635198
1765,216855.01054392895
1766,185755.0488928205
1767,218418.39263169467
1768,120658.9782918687
1769,190145.13549062936
1770,134768.2397970229
1771,126717.0488593406
1772,147201.3678839244
1773,109328.8367709713
1774,200612.47844048007
1775,128190.71003129333
1776,113113.79842965421
1777,82688.98749308218
1778,120287.1970640542
1779,97275.6307976013
1780,181238.18757441337
1781,121153.73012774321
1782,56220.50414802926
1783,144305.85146007407
1784,66232.79863363085
1785,102467.56122355233
1786,119759.27642179956
1787,190854.25208112109
1788,4102.12641384406
1789,95619.00010975357
1790,41889.07844258146
1791,251414.8022665428
1792,170702.3073935532
1793,144078.38748980523
1794,141093.13015973917
1795,139531.11693087197
1796,112868.22440707637
1797,152378.035679542
1798,109495.8591931099
1799,77649.03529459424
1800,102465.96665668348
1801,125772.54288448347
1802,146647.9058657661
1803,173825.17935582693
1804,129847.87529134075
1805,129318.55009727529
1806,140268.66620433726
1807,154059.94072482898
1808,113260.55243983469
1809,118398.23312954232
1810,124509.44571185834
1811,104102.40647733957
1812,116445.39024754264
1813,118320.60117462208
1814,64420.521065113135
1815,0.0
1816,70465.55687418673
1817,113503.11509043048
1818,166935.49258448696
1819,130562.87361392914
1820,50099.378659222275
1821,110311.45040205796
1822,159651.28918169579
1823,19788.90310715814
1824,139020.49214390386
1825,120277.66541251494
1826,85118.04035243578
1827,107800.79947530176
1828,130983.100977469
1829,150002.1575449549
1830,170098.2167345516
1831,183576.13430933957
1832,152411.012381132
1833,159092.91700111097
1834,133460.7371397419
1835,187136.44764350774
1836,173519.4390979088
1837,67990.40674698609
1838,128805.93487809971
1839,61079.41909119487
1840,149588.09789583948
1841,131792.9724006534
1842,86960.51950493339
1843,136662.4396907268
1844,131069.32341759116
1845,129342.81876093848
1846,153393.9702689373
1847,171568.51374299615
1848,0.0
1849,93427.74165674369
1850,118750.95609710854
1851,148685.71942288778
1852,113510.91975515592
1853,123272.04523607856
1854,180875.96946774446
1855,168688.38303585188
1856,224086.78322051256
1857,157254.19913598662
1858,176041.9404611222
1859,117856.18874579272
1860,153710.6612674778
1861,116314.13332174043
1862,307496.2924466722
1863,304680.3868409998
1864,304706.99269069615
1865,307603.9255533307
1866,301067.74723498756
1867,264837.83399848524
1868,282899.40845949366
1869,213980.09742971743
1870,241851.21160193603
1871,262406.38633442996
1872,170364.74964851653
1873,237903.4856014254
1874,134848.50428228313
1875,230379.97643041774
1876,198372.86733490834
1877,225638.76839406253
1878,232677.52160710865
1879,117832.56912154914
1880,117355.84746053605
1881,275201.52735582343
1882,272131.4619788807
1883,217754.51498708874
1884,235359.79600063292
1885,252332.98798242118
1886,279991.2644136057
1887,213464.44784244313
1888,270448.6896367795
1889,168320.55145789124
1890,113885.56652304437
1891,149024.48338141362
1892,78667.8876742986
1893,127722.97196882078
1894,168926.02645516535
1895,149412.42338604643
1896,106498.31935204752
1897,102804.42238441575
1898,108049.36762153287
1899,142736.84889740893
1900,135303.75798360445
1901,140448.83798260568
1902,143687.06083390792
1903,212445.90146387904
1904,120803.71338138799
1905,195165.0480588181
1906,155012.41325452086
1907,216054.7507173894
1908,124209.49550476507
1909,142353.84162606555
1910,139092.14654053398
1911,201838.3266481026
1912,298029.07478752825
1913,147694.50482293172
1914,36173.92289458518
1915,260009.62337541347
1916,5631.842890525935
1917,268599.6631672634
1918,132048.0765712147
1919,168195.01328372816
1920,208205.96754200128
1921,334784.80007070536
1922,300485.8369749547
1923,219440.88285880815
1924,228097.91671623755
1925,228447.0243360896
1926,335453.34573429637
1927,119392.64224968082
1928,165804.7564080567
1929,99528.38430391368
1930,137260.35579174897
1931,132236.45974621014
1932,135751.2779293449
1933,171984.80706548202
1934,186112.17503742548
1935,163818.30120555288
1936,187048.4696226432
1937,187396.2098557225
1938,171127.90175989713
1939,260169.2924743304
1940,217509.15627591196
1941,189749.14996654633
1942,187196.9707384063
1943,220352.29045339138
1944,300834.6482900807
1945,313784.6353999614
1946,198732.08864097064
1947,289517.78314240975
1948,220346.77337143035
1949,243043.73456807528
1950,198468.41621309542
1951,279112.2366662177
1952,251018.79442526936
1953,166729.6449708708
1954,223045.18940504757
1955,127654.74924577982
1956,334327.6007167415
1957,192750.37056432222
1958,294239.0171495674
1959,164510.54352700617
1960,94405.31082688994
1961,114900.3269494581
1962,107072.06902157818
1963,111016.29129471001
1964,111708.52210365469
1965,156996.01076060138
1966,166463.10864931904
1967,275674.06705774344
1968,347847.4611654158
1969,323275.5257062495
1970,370390.88372665946
1971,392731.74840537226
1972,332345.82939398964
1973,258835.6708815901
1974,290279.2953914574
1975,398303.59846272925
1976,264251.5538069359
1977,323588.69672691147
1978,343532.90193114034
1979,319760.58475221065
1980,216445.82621168718
1981,318311.28496109485
1982,231398.2978977922
1983,231398.2978977922
1984,200882.90762525122
1985,225066.54161977582
1986,231353.28965320764
1987,195888.20794192655
1988,171759.4986461755
1989,206691.29410960712
1990,220106.3408639375
1991,212943.26957799052
1992,221088.80196330626
1993,184479.89850365906
1994,251838.9528307356
1995,203016.08177798195
1996,266521.38020156417
1997,310444.59820075124
1998,321398.45322370576
1999,233896.0087476205
2000,300892.4992785335
2001,256549.7610454273
2002,244298.88016192475
2003,279343.28957046056
2004,263217.5414358056
2005,242969.25863577984
2006,238328.26376177114
2007,270222.83221827773
2008,197705.09351516934
2009,195820.3556649452
2010,207512.3658460856
2011,172876.14174012188
2012,193906.330167084
2013,183925.9873252348
2014,187388.03768297308
2015,210071.69255431416
2016,196238.59877937194
2017,207633.40090560867
2018,114943.1129182328
2019,115308.57106472878
2020,103518.71044666693
2021,95159.93358376622
2022,194252.57916442584
2023,169025.20490340283
2024,248782.62773168785
2025,350830.08160116593
2026,200426.102331331
2027,153734.28417304414
2028,191574.84877112042
2029,173176.52839536383
2030,275202.91725507635
2031,244706.6696290376
2032,258061.10010642908
2033,266343.9143114921
2034,183220.97620401555
2035,220218.81392318103
2036,218952.85759193753
2037,220576.44447196252
2038,328465.8294625643
2039,220463.49770683353
2040,345972.3103069877
2041,257292.35329967388
2042,219814.8867668626
2043,183788.31073647598
2044,212516.60041363724
2045,223753.63478716067
2046,178804.53732902883
2047,136305.36792885396
2048,129210.46247610846
2049,188627.81312689884
2050,193642.5371712998
2051,69800.41346634063
2052,131315.49354498484
2053,131100.64143426204
2054,46968.78968672268
